level_id,heuristic,success,nodes,runtime,solution_len
sokoban_core/levels/letslogic_solved/0001_member_levels.txt#268,gnn[speed+dl],True,19,0.2609844207763672,18
sokoban_core/levels/letslogic_solved/0072_cosmac_01.txt#17,gnn[speed+dl],True,663,7.514512538909912,16
sokoban_core/levels/letslogic_solved/0001_member_levels.txt#240,gnn[speed+dl],True,403,10.945678949356079,30
sokoban_core/levels/letslogic_solved/0028_serena_01.txt#28,gnn[speed+dl],True,10150,27.363584995269775,24
sokoban_core/levels/letslogic_solved/0001_member_levels.txt#267,gnn[speed+dl],True,2835,44.77400469779968,14
sokoban_core/levels/letslogic_solved/0001_member_levels.txt#269,gnn[speed+dl],True,5062,51.000903844833374,47
sokoban_core/levels/letslogic_solved/0129_alberto_garc_a_best_4_u.txt#44,gnn[speed+dl],True,1068,4.647780179977417,32
sokoban_core/levels/letslogic_solved/0010_boxxle_02.txt#114,gnn[speed+dl],True,29450,92.11245036125183,17
sokoban_core/levels/letslogic_solved/0001_member_levels.txt#279,gnn[speed+dl],False,21547,180.00039768218994,-1
sokoban_core/levels/letslogic_solved/0060_howard_s_levels_01.txt#25,gnn[speed+dl],False,19093,180.00978422164917,-1
sokoban_core/levels/letslogic_solved/0010_boxxle_02.txt#38,gnn[speed+dl],False,14832,180.01385164260864,-1
sokoban_core/levels/letslogic_solved/0067_puzzle.txt#16,gnn[speed+dl],False,17183,180.02075672149658,-1
sokoban_core/levels/letslogic_solved/0010_boxxle_02.txt#65,gnn[speed+dl],False,5385,180.0328812599182,-1
sokoban_core/levels/letslogic_solved/0061_bugs_collection.txt#6,gnn[speed+dl],False,6115,180.03148889541626,-1
sokoban_core/levels/letslogic_solved/0061_bugs_collection.txt#7,gnn[speed+dl],False,11588,180.01874780654907,-1
sokoban_core/levels/letslogic_solved/0085_attrition_01.txt#24,gnn[speed+dl],False,54656,180.00266766548157,-1
sokoban_core/levels/letslogic_solved/0086_attrition_02.txt#8,gnn[speed+dl],False,150229,180.00028157234192,-1
sokoban_core/levels/letslogic_solved/0085_attrition_01.txt#25,gnn[speed+dl],False,23365,180.00820231437683,-1
sokoban_core/levels/letslogic_solved/0067_puzzle.txt#99,gnn[speed+dl],False,25004,180.0001082420349,-1
sokoban_core/levels/letslogic_solved/0085_attrition_01.txt#16,gnn[speed+dl],False,29977,180.00754117965698,-1
sokoban_core/levels/letslogic_solved/0060_howard_s_levels_01.txt#19,gnn[speed+dl],False,29356,180.00468492507935,-1
sokoban_core/levels/letslogic_solved/0061_bugs_collection.txt#37,gnn[speed+dl],False,65839,180.00512385368347,-1
sokoban_core/levels/letslogic_solved/0018_sasquatch_06.txt#25,gnn[speed+dl],False,55789,180.00003576278687,-1
sokoban_core/levels/letslogic_solved/0001_member_levels.txt#608,gnn[speed+dl],False,31592,180.00368809700012,-1
sokoban_core/levels/letslogic_solved/0102_serg_belyaev_01.txt#22,gnn[speed+dl],False,140282,180.002286195755,-1
sokoban_core/levels/letslogic_solved/0085_attrition_01.txt#15,gnn[speed+dl],False,61547,180.0002100467682,-1
sokoban_core/levels/letslogic_solved/0069_atlas_01.txt#48,gnn[speed+dl],False,22101,180.00033569335938,-1
sokoban_core/levels/letslogic_solved/0072_cosmac_01.txt#24,gnn[speed+dl],False,25181,180.01434993743896,-1
sokoban_core/levels/letslogic_solved/0061_bugs_collection.txt#34,gnn[speed+dl],False,53313,180.00035643577576,-1
sokoban_core/levels/letslogic_solved/0067_puzzle.txt#66,gnn[speed+dl],False,62708,180.00390529632568,-1
sokoban_core/levels/letslogic_solved/0060_howard_s_levels_01.txt#37,gnn[speed+dl],False,205770,180.0023009777069,-1
sokoban_core/levels/letslogic_solved/0061_bugs_collection.txt#31,gnn[speed+dl],False,75725,180.00702357292175,-1
sokoban_core/levels/letslogic_solved/0105_81.txt#17,gnn[speed+dl],False,82270,180.00040483474731,-1
sokoban_core/levels/letslogic_solved/0119_atlas_02.txt#68,gnn[speed+dl],False,32584,180.0100212097168,-1
sokoban_core/levels/letslogic_solved/0190_bugs_collection_2.txt#8,gnn[speed+dl],True,84,0.15477848052978516,19
sokoban_core/levels/letslogic_solved/0190_bugs_collection_2.txt#37,gnn[speed+dl],True,266,1.0617778301239014,30
sokoban_core/levels/letslogic_solved/0190_bugs_collection_2.txt#36,gnn[speed+dl],True,2935,4.700752019882202,30
sokoban_core/levels/letslogic_solved/0119_atlas_02.txt#69,gnn[speed+dl],False,22564,180.0000536441803,-1
sokoban_core/levels/letslogic_solved/0120_aruba_03.txt#5,gnn[speed+dl],False,21259,180.0039689540863,-1
sokoban_core/levels/letslogic_solved/0123_aruba_04.txt#1,gnn[speed+dl],False,38287,180.00271821022034,-1
sokoban_core/levels/letslogic_solved/0126_alberto_garc_a_1-1.txt#17,gnn[speed+dl],False,17260,180.0005395412445,-1
sokoban_core/levels/letslogic_solved/0131_aruba_05.txt#31,gnn[speed+dl],False,14355,180.02391266822815,-1
sokoban_core/levels/letslogic_solved/0138_atlas_06.txt#39,gnn[speed+dl],False,9773,180.0010108947754,-1
sokoban_core/levels/letslogic_solved/0195_bugs1005_collections.txt#254,gnn[speed+dl],True,22,0.2879176139831543,14
