level_id,heuristic,success,nodes,runtime,solution_len
sokoban_core/levels/letslogic_solved/0035_simple_collection.txt#18,hungarian+dl,True,10836,4.847506284713745,31
sokoban_core/levels/letslogic_solved/0006_microban_01.txt#98,hungarian+dl,True,913563,196.3610029220581,131
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#35,hungarian+dl,False,264171,300.00088763237,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#73,hungarian+dl,False,432891,300.000328540802,-1
sokoban_core/levels/letslogic_solved/0006_microban_01.txt#121,hungarian+dl,False,1495122,300.0001199245453,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#39,hungarian+dl,False,273296,300.00016832351685,-1
sokoban_core/levels/letslogic_solved/0009_boxxle_01.txt#90,hungarian+dl,False,450609,300.00173687934875,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#83,hungarian+dl,False,195108,300.0004105567932,-1
sokoban_core/levels/letslogic_solved/0057_the_bagatelle_collection_1.txt#1,hungarian+dl,False,1013229,300.00007820129395,-1
sokoban_core/levels/letslogic_solved/0009_boxxle_01.txt#68,hungarian+dl,False,323472,300.0015103816986,-1
sokoban_core/levels/letslogic_solved/0009_boxxle_01.txt#99,hungarian+dl,False,304204,300.0034291744232,-1
sokoban_core/levels/letslogic_solved/0013_sasquatch_01.txt#26,hungarian+dl,False,356973,300.001088142395,-1
sokoban_core/levels/letslogic_solved/0028_serena_01.txt#60,hungarian+dl,False,228240,300.000732421875,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#15,hungarian+dl,False,400995,300.00051951408386,-1
sokoban_core/levels/letslogic_solved/0060_howard_s_levels_01.txt#74,hungarian+dl,False,162520,300.0007743835449,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#34,hungarian+dl,False,178015,300.004371881485,-1
sokoban_core/levels/letslogic_solved/0016_sasquatch_04.txt#37,hungarian+dl,False,450150,300.0008535385132,-1
sokoban_core/levels/letslogic_solved/0009_boxxle_01.txt#50,hungarian+dl,False,386341,300.0001525878906,-1
sokoban_core/levels/letslogic_solved/0009_boxxle_01.txt#63,hungarian+dl,False,978051,300.0003435611725,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#8,hungarian+dl,False,378784,300.0007698535919,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#42,hungarian+dl,False,630844,300.0002791881561,-1
sokoban_core/levels/letslogic_solved/0012_microban_02.txt#117,hungarian+dl,False,974131,300.00033593177795,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#58,hungarian+dl,False,310690,300.0013144016266,-1
sokoban_core/levels/letslogic_solved/0012_microban_02.txt#125,hungarian+dl,False,651060,300.0008602142334,-1
sokoban_core/levels/letslogic_solved/0042_sokoban2k.txt#46,hungarian+dl,False,581880,300.00003457069397,-1
sokoban_core/levels/letslogic_solved/0008_original_extra.txt#2,hungarian+dl,False,525421,300.00010681152344,-1
sokoban_core/levels/letslogic_solved/0044_sokhard.txt#120,hungarian+dl,False,377315,300.0003271102905,-1
sokoban_core/levels/letslogic_solved/0014_sasquatch_02.txt#27,hungarian+dl,False,215479,300.0004515647888,-1
sokoban_core/levels/letslogic_solved/0042_sokoban2k.txt#42,hungarian+dl,False,314610,300.00112867355347,-1
sokoban_core/levels/letslogic_solved/0028_serena_01.txt#74,hungarian+dl,False,263614,300.0010702610016,-1
sokoban_core/levels/letslogic_solved/0122_atlas_03.txt#69,hungarian+dl,True,201,0.07398366928100586,98
sokoban_core/levels/letslogic_solved/0033_strategy.txt#39,hungarian+dl,False,186007,300.0004448890686,-1
sokoban_core/levels/letslogic_solved/0009_boxxle_01.txt#66,hungarian+dl,False,456325,300.47659945487976,-1
sokoban_core/levels/letslogic_solved/0061_bugs_collection.txt#77,hungarian+dl,False,417984,300.0018427371979,-1
sokoban_core/levels/letslogic_solved/0066_master_head.txt#19,hungarian+dl,False,307143,300.0031039714813,-1
sokoban_core/levels/letslogic_solved/0071_chuchubi_01.txt#77,hungarian+dl,False,47665,300.01813101768494,-1
sokoban_core/levels/letslogic_solved/0066_master_head.txt#24,hungarian+dl,False,87716,300.0064322948456,-1
sokoban_core/levels/letslogic_solved/0066_master_head.txt#30,hungarian+dl,False,153658,300.0030164718628,-1
sokoban_core/levels/letslogic_solved/0074_kobus_theron_collection.txt#34,hungarian+dl,False,64661,300.0002465248108,-1
sokoban_core/levels/letslogic_solved/0069_atlas_01.txt#82,hungarian+dl,False,152600,300.00023651123047,-1
sokoban_core/levels/letslogic_solved/0069_atlas_01.txt#59,hungarian+dl,False,138562,300.00029706954956,-1
sokoban_core/levels/letslogic_solved/0071_chuchubi_01.txt#75,hungarian+dl,False,237880,300.00403094291687,-1
sokoban_core/levels/letslogic_solved/0066_master_head.txt#32,hungarian+dl,False,358889,300.0006935596466,-1
